NAME,FPl,Layer,SubLayer,PosX,PosY,PosZ,TUCal,TUOff,TUSlw,QUCal,QUPed,TDCal,TDOff,TDSlw,QDCal,QDPed,DTCal,DTOff,TAveOff,tu_geo,tu_ch,qu_geo,qu_ch,td_geo,td_ch,qd_geo,qd_ch,Ignore,,,
312,13,2,1,-555.4,0,12614.72,0.0653099,0,41,0.043449,275.564,0.0662728,0,40,0.0438023347,185.291,7.51375,4.87551,-19.809524,15,11,25,11,16,11,26,11,0,-5554,0,126147.2
313,13,2,1,-433,0,12614.72,0.0649219,0,41.063,0.043834,289.28,0.0654016,0,41,0.0430072998,124.744,7.6227,-12.0473,-21.075776,15,12,25,12,16,12,26,12,0,-4330,0,126147.2
314,13,2,1,-310.6,0,12614.72,0.0660301,0,41,0.042772,305.997,0.0656962,0,40,0.0431565258,226.937,7.61945,16.297,-21.476602,15,13,25,13,16,13,26,13,0,-3106,0,126147.2
315,13,2,1,-188.2,0,12614.72,0.0643527,0,42.09,0.045112,346.204,0.0655161,0,40,0.0447719095,166.797,7.5603,1.95924,-21.008004,15,14,25,14,16,14,26,14,0,-1882,0,126147.2
316,13,2,1,-65.8,0,12614.72,0.0655927,0,39.673,0.045717,228.413,0.0659491,0,40.7,0.0447493299,50.6669,7.59302,9.03194,-20.493759,15,16,25,16,16,16,26,16,0,-658,0,126147.2
317,13,2,1,56.6,0,12614.72,0.0666277,0,41.063,0.043578,206.854,0.0668721,0,41,0.0423346964,22.3844,7.66687,-22.0022,-19.187769,15,17,25,17,16,17,26,17,0,566,0,126147.2
318,13,2,1,179,0,12614.72,0.0647784,0,40.7,0.046121,253.434,0.0654078,0,40,0.0431878943,60.9139,7.58772,-1.7255,-20.522492,15,18,25,18,16,18,26,18,0,1790,0,126147.2
319,13,2,1,301.4,0,12614.72,0.0655431,0,40.2,0.044975,183.885,0.065697,0,41,0.0429402568,65.4529,7.55018,24.144,-19.049156,15,19,25,19,16,19,26,19,0,3014,0,126147.2
320,13,2,1,423.8,0,12614.72,0.0659044,0,40.973,0.04571,159.492,0.0660331,0,40,0.0445368832,130.606,7.61538,-22.3786,-18.23459,15,20,25,20,16,20,26,20,0,4238,0,126147.2
321,13,2,1,546.2,0,12614.72,0.0663135,0,40,0.043191,158.81,0.0657026,0,40.09,0.0431088369,171.323,7.62424,5.5262,-18.549081,15,21,25,21,16,21,26,21,0,5462,0,126147.2
322,13,2,1,668.6,0,12614.72,0.0661361,0,40.763,0.043102,267.029,0.0652123,0,40,0.0430516749,156.957,7.60096,-2.0579,-19.36557,15,22,25,22,16,22,26,22,0,6686,0,126147.2
323,13,2,1,791,0,12614.72,0.0658905,0,40,0.047096,258.091,0.0652304,0,40,0.0439431668,114.356,7.60579,8.2977,-19.323592,15,23,25,23,16,23,26,23,0,7910,0,126147.2
324,13,2,1,913.4,0,12614.72,0.0660599,0,40,0.045511,178.911,0.0658617,0,39.1,0.043983046,130.722,7.60619,-14.4066,-19.3667674,15,24,25,24,16,24,26,24,0,9134,0,126147.2
325,13,2,1,1035.8,0,12614.72,0.0659972,0,40,0.044825,183.849,0.0675273,0,41,0.0427127068,96.4889,7.62994,0.4846,-17.554605,15,25,25,25,16,25,26,25,0,10358,0,126147.2
326,13,2,1,1158.2,0,12614.72,0.0647659,0,39.8,0.045908,233.921,0.0655841,0,39.1,0.0431474016,128.884,7.58924,-22.51,-19.863286,15,26,25,26,16,26,26,26,0,11582,0,126147.2
327,13,2,1,1280.6,0,12614.72,0.0652516,0,40.673,0.043074,317.841,0.0650922,0,40,0.0429665849,147.392,7.61984,1.14532,-18.564482,15,27,25,27,16,27,26,27,0,12806,0,126147.2
328,13,2,1,1403,0,12614.72,0.0656735,0,41.973,0.04358,309.462,0.0653633,0,40,0.0470588973,243.724,7.66723,14.94135,-18.503405,15,28,25,28,16,28,26,28,0,14030,0,126147.2
329,13,2,1,1525.4,0,12614.72,0.0652248,0,41,0.045883,192.528,0.0667165,0,40.18,0.0443118961,94.9479,7.68293,-9.6722,-20.448267,15,29,25,29,16,29,26,29,0,15254,0,126147.2
330,13,2,1,1647.8,0,12614.72,0.0664173,0,40,0.042918,287.738,0.0651297,0,40,0.0446123853,150.866,7.66991,23.7705,-19.669103,15,30,25,30,16,30,26,30,0,16478,0,126147.2
401,13,2,2,-1901.8,0,12744.72,0.0691264,0,40.79,0.045476,138.358,0.0686305,0,41.09,0.0456500105,201.68,7.6373,-14.049,-24.146943,17,0,27,0,18,0,28,0,0,-19018,0,127447.2
402,13,2,2,-1779.4,0,12744.72,0.0681414,0,41.09,0.045099,144.152,0.0686447,0,41,0.0432358269,185.583,7.64172,10.83583,-24.219818,17,1,27,1,18,1,28,1,0,-17794,0,127447.2
403,13,2,2,-1657,0,12744.72,0.0686724,0,40,0.04413,116.375,0.0679578,0,40,0.0469990334,261.198,7.63482,-23.9239,-24.825058,17,2,27,2,18,2,28,2,0,-16570,0,127447.2
404,13,2,2,-1534.6,0,12744.72,0.0685175,0,40.09,0.045311,182.57,0.0680677,0,41,0.0417897142,144.154,7.63947,-4.3244,-19.604958,17,3,27,3,18,3,28,3,0,-15346,0,127447.2
405,13,2,2,-1412.2,0,12744.72,0.0682681,0,40.073,0.045922,168.423,0.0677092,0,40,0.0440577803,180.402,7.65179,-27.2312,-23.382204,17,4,27,4,18,4,28,4,0,-14122,0,127447.2
406,13,2,2,-1289.8,0,12744.72,0.0689121,0,44,0.047025,186.924,0.067881,0,40.1,0.043997366,113.004,7.63584,-9.52351,-23.140031,17,5,27,5,18,5,28,5,0,-12898,0,127447.2
407,13,2,2,-1167.4,0,12744.72,0.0678132,0,39.79,0.044376,185.261,0.0684631,0,41.09,0.045868123,224.348,7.6454,-41.3151,-23.311791,17,6,27,6,18,6,28,6,0,-11674,0,127447.2
408,13,2,2,-1045,0,12744.72,0.0677879,0,41.09,0.043969,171.164,0.0677237,0,41,0.0458775925,201.126,7.58336,22.61018,-23.825757,17,7,27,7,18,7,28,7,0,-10450,0,127447.2
409,13,2,2,-922.6,0,12744.72,0.0680881,0,41,0.045432,161.928,0.0680747,0,41,0.0463591817,85.699,7.56733,5.21645,-20.86062,17,8,27,8,18,8,28,8,0,-9226,0,127447.2
410,13,2,2,-800.2,0,12744.72,0.0678375,0,43.383,0.045432,139.229,0.0689443,0,35.7,0.0453706098,153.602,7.60781,-9.0532,-20.231997,17,9,27,9,18,9,28,9,0,-8002,0,127447.2
411,13,2,2,-677.8,0,12744.72,0.0688775,0,41.7,0.043976,108.128,0.0677678,0,39.79,0.0428437389,186.846,7.58209,21.5595,-18.850975,17,10,27,10,18,10,28,10,0,-6778,0,127447.2
412,13,2,2,-555.4,0,12744.72,0.0693709,0,40.18,0.042906,141.042,0.0689949,0,40,0.0437223456,216.382,7.61638,18.1294,-20.506429,17,11,27,11,18,11,28,11,0,-5554,0,127447.2
413,13,2,2,-433,0,12744.72,0.0688708,0,39.4,0.048298,264.271,0.0682619,0,40,0.045045248,258.35,7.59102,1.0924,-21.240511,17,12,27,12,18,12,28,12,0,-4330,0,127447.2
414,13,2,2,-310.6,0,12744.72,0.0678804,0,41.09,0.04633,159.025,0.068625,0,41,0.0418862788,200.932,7.60982,-6.97646,-18.782096,17,13,27,13,18,13,28,13,0,-3106,0,127447.2
415,13,2,2,-188.2,0,12744.72,0.069258,0,40.763,0.044463,170.738,0.0671742,0,41,0.0453432484,210.226,7.58898,11.99707,-21.33574,17,14,27,14,18,14,28,14,0,-1882,0,127447.2
416,13,2,2,-65.8,0,12744.72,0.0688358,0,39.973,0.046123,172.367,0.0677498,0,41,0.0468919983,251.764,7.57758,-80.5356,-21.513326,17,31,27,31,18,31,28,16,0,-658,0,127447.2
417,13,2,2,56.6,0,12744.72,0.0684201,0,40.973,0.046708,141.938,0.066981,0,40.7,0.0463355528,193.565,7.60957,-80.9116,-19.449392,17,17,27,17,18,17,28,17,0,566,0,127447.2
418,13,2,2,179,0,12744.72,0.0689293,0,40.79,0.044135,245.592,0.0682516,0,41,0.0445477292,195.904,7.54266,-36.947,-22.011512,17,18,27,18,18,18,28,18,0,1790,0,127447.2
419,13,2,2,301.4,0,12744.72,0.0680714,0,41.063,0.046134,104.808,0.0668476,0,40,0.0442253488,138.57,7.65277,-62.1127,-19.71296,17,19,27,19,18,19,28,19,0,3014,0,127447.2
420,13,2,2,423.8,0,12744.72,0.0681356,0,39.7,0.044408,104.797,0.0678076,0,40,0.0433071037,106.582,7.56965,-79.1916,-19.242501,17,20,27,20,18,20,28,20,0,4238,0,127447.2
421,13,2,2,546.2,0,12744.72,0.0676632,0,40.373,0.042868,107.499,0.0667001,0,41,0.0450650063,196.796,7.58136,-56.75,-18.635245,17,21,27,21,18,21,28,21,0,5462,0,127447.2
422,13,2,2,668.6,0,12744.72,0.067658,0,41.063,0.042062,128.577,0.0690427,0,43.09,0.043071887,192.57,7.65446,-61.2931,-21.575591,17,22,27,22,18,22,28,22,0,6686,0,127447.2
423,13,2,2,791,0,12744.72,0.0674638,0,40,0.043325,146.219,0.0665381,0,41,0.0438474052,193.215,7.59633,-94.1783,-20.04053,17,23,27,23,18,23,28,23,0,7910,0,127447.2
424,13,2,2,913.4,0,12744.72,0.0694399,0,39.79,0.045709,209.619,0.0677273,0,40,0.04511536,192.3,7.54406,-62.4674,-19.748332,17,24,27,24,18,24,28,24,0,9134,0,127447.2
425,13,2,2,1035.8,0,12744.72,0.0681823,0,40.7,0.045334,164.83,0.0683484,0,40,0.0445617574,165.258,7.67375,-84.877,-20.376959,17,25,27,25,18,25,28,25,0,10358,0,127447.2
426,13,2,2,1158.2,0,12744.72,0.0686825,0,39.7,0.043791,163.919,0.0684485,0,39.1,0.0441037673,141.607,7.68913,-64.9937,-19.8752946,17,26,27,26,18,26,28,26,0,11582,0,127447.2
427,13,2,2,1280.6,0,12744.72,0.0688279,0,40.973,0.045678,149.59,0.0688591,0,41,0.0441828818,150.939,7.58779,-33.2726,-18.039029,17,27,27,27,18,27,28,27,0,12806,0,127447.2
428,13,2,2,1403,0,12744.72,0.0697814,0,40.7,0.044032,137.81,0.0683078,0,41,0.0448019307,199.159,7.64448,-66.8195,-20.984703,17,28,27,28,18,28,28,28,0,14030,0,127447.2
429,13,2,2,1525.4,0,12744.72,0.0688242,0,40.88,0.047784,165.918,0.0680485,0,41,0.041907577,104.039,7.61758,-43.8906,-18.60188,17,29,27,29,18,29,28,29,0,15254,0,127447.2
430,13,2,2,1647.8,0,12744.72,0.0682484,0,40.973,0.044921,138.433,0.0677859,0,40,0.0431358001,235.521,7.67695,-44.4878,-19.311857,17,30,27,30,18,30,28,30,0,16478,0,127447.2
V101,13,1,0,-1832,0,11493.72,0.0685896,0,40,0.0433148333,135.333,0.0688896,0,40,0.0424325746,127.278,7.18445,63.648,-15.0381,19,0,29,0,19,16,29,16,0,-18320,0,114937.2
V102,13,1,0,-1522,0,11508.72,0.0688618,0,40,0.0389014167,151.12,0.068263,0,40,0.0416916817,160.036,7.1998,83.8494,-16.4859,19,1,29,1,19,17,29,28,0,-15220,0,115087.2
V103,13,1,0,-1212,0,11493.72,0.0686053,0,40,0.0394633333,93.2221,0.0681038,0,40,0.0426119416,131.529,7.13704,47.72567,-14.9076,19,2,29,2,19,18,29,18,0,-12120,0,114937.2
V104,13,1,0,-902,0,11508.72,0.0688011,0,40,0.0393893333,260.457,0.068147,0,40,0.0408351941,95.9333,7.15547,60.08547,-16.3763,19,3,29,3,19,19,29,19,0,-9020,0,115087.2
V105,13,1,0,-592,0,11493.72,0.0680891,0,40,0.04046025,270.566,0.0690174,0,40,0.041395526,175.85,7.08104,87.9331,-13.7534,19,4,29,4,19,20,29,20,0,-5920,0,114937.2
V106,13,1,0,-282,0,11508.72,0.0689827,0,40,0.0391383333,229.823,0.067979,0,40,0.0385820331,122.449,7.24952,66.3858,-14.8875,19,5,29,5,19,21,29,15,0,-2820,0,115087.2
V107,13,1,0,28,0,11493.72,0.0691872,0,40,0.0370905833,98.6705,0.0670373,0,40,0.0427051127,219.866,7.07779,66.93256,-15.3757,19,6,29,6,19,22,29,30,0,280,0,114937.2
V108,13,1,0,338,0,11508.72,0.0686998,0,40,0.0385290833,152.474,0.0678707,0,40,0.0413879876,170.76,7.11402,68.06256,-15.7093,19,7,29,7,19,23,29,23,0,3380,0,115087.2
V109,13,1,0,648,0,11493.72,0.0698844,0,40,0.040593,286.408,0.0671483,0,40,0.0391120011,265.362,7.21571,143.0058,-13.879,19,8,29,8,19,24,29,24,0,6480,0,114937.2
V110,13,1,0,958,0,11508.72,0.0682508,0,40,0.0354615,143.931,0.0685857,0,40,0.0412779658,145.85,7.1328,105.7806,-14.3784,19,9,29,9,19,25,29,25,0,9580,0,115087.2
V111,13,1,0,1268,0,11493.72,0.067896,0,40,0.041888,127.071,0.0684173,0,40,0.0408383292,335.526,7.15133,83.84665,-14.5161,19,10,29,10,19,26,29,31,0,12680,0,114937.2
V112,13,1,0,1578,0,11508.72,0.068543,0,40,0.0386243333,132.753,0.067822,0,40,0.0405640019,118.193,7.11316,90.1561,-14.51098,19,11,29,11,19,27,29,27,0,15780,0,115087.2
V201,13,2,0,-1832,0,12339.72,0.0675475,0,40,0.0418193333,278.196,0.0680886,0,40,0.0385617991,247.465,7.07466,2.90557,-17.1627,20,0,30,0,20,16,30,16,0,-18320,0,123397.2
V202,13,2,0,-1522,0,12354.72,0.0677859,0,40,0.0419181667,295.191,0.0684623,0,40,0.0410414683,273.686,7.09006,32.6936,-16.7214,20,1,30,1,20,17,30,17,0,-15220,0,123547.2
V203,13,2,0,-1212,0,12339.72,0.0693683,0,40,0.0404989167,247.986,0.0695608,0,40,0.0394601847,267.849,7.02945,-4.70842,-16.8654,20,2,30,2,20,18,30,18,0,-12120,0,123397.2
V204,13,2,0,-902,0,12354.72,0.0684213,0,40,0.040305,144.279,0.0694359,0,40,0.0397842104,216.098,7.07743,-21.6756,-15.9898,20,3,30,3,20,19,30,19,0,-9020,0,123547.2
V205,13,2,0,-592,0,12339.72,0.0669742,0,40,0.0412976667,73.2799,0.0674792,0,40,0.0391089419,321.186,7.03385,-8.6867,-16.0768,20,4,30,4,20,20,30,20,0,-5920,0,123397.2
V206,13,2,0,-282,0,12354.72,0.0681234,0,40,0.0406186667,163.459,0.0682408,0,40,0.0425314733,135.303,7.00377,1.27471,-12.9548,20,5,30,5,20,21,30,21,0,-2820,0,123547.2
V207,13,2,0,28,0,12339.72,0.0694493,0,40,0.0413005,204.037,0.068356,0,40,0.0409480288,256.268,7.00517,8.185859,-17.3386,20,6,30,6,20,22,30,22,0,280,0,123397.2
V208,13,2,0,338,0,12354.72,0.0679873,0,40,0.0414435833,198.64,0.0717386,0,40,0.0413927844,254.478,6.96197,16.22274,-14.2395,20,7,30,7,20,23,30,23,0,3380,0,123547.2
V209,13,2,0,648,0,12339.72,0.0676728,0,40,0.0437415,244.167,0.067856,0,40,0.0409212185,261.401,6.98495,0.65388,-15.3868,20,8,30,8,20,31,30,24,0,6480,0,123397.2
V210,13,2,0,958,0,12354.72,0.0688244,0,40,0.04344575,196.275,0.067395,0,40,0.0404746871,228.26,7.05624,20.7466,-15.0547,20,9,30,9,20,25,30,25,0,9580,0,123547.2
V211,13,2,0,1268,0,12339.72,0.0691101,0,40,0.0381091667,269.966,0.0686054,0,40,0.0397557407,275.115,7.06582,40.6753,-15.7026,20,10,30,10,20,26,30,26,0,12680,0,123397.2
V212,13,2,0,1578,0,12354.72,0.0675374,0,40,0.04353275,236.448,0.0673112,0,40,0.0414745015,330.666,6.99144,22.0388,-14.4774,20,11,30,11,20,27,30,27,0,15780,0,123547.2
Interrupt,13,2,0,0,0,0,144.0656169,0,0,0,0,144.0671968,0,0,0,0,0,0,0,-1,-1,30,31,-1,-1,-1,-1,0,0,0,0
